Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;1.96;1.43;1.71;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;15.16;10.90;10.50;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;9.11;7.26;7.36;—;17.36
Price/Book;—;—;—;—;—;—;—;—;2.15;1.58;1.85;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;15.20;13.83;13.00;—;—
PEG Ratio;—;—;—;—;—;—;—;—;4.54;—;12.15;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;6.60;9.18;9.53;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;26.47;20.59;23.85;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;11.17;7.85;7.55;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;10.22;7.11;6.88;—;—
