Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.92;2.23;2.63;1.04;0.73;2.15;1.86;1.10;0.83;0.55;2.50;1.27;3.01
Price/Earnings;13.15;—;59.79;7.72;5.96;—;—;10.18;5.71;—;4.49;31.02;25.53
Price/Cash Flow;8.59;3.69;4.35;1.86;1.14;4.00;4.62;2.55;1.66;0.89;4.48;2.71;17.03
Price/Book;2.95;2.44;3.51;1.33;0.61;2.08;1.02;0.67;0.45;0.32;1.77;0.82;4.19
Price/Forward Earnings;19.53;36.50;17.21;10.18;-11.90;-41.49;-44.25;17.21;27.86;-4.88;—;74.58;—
PEG Ratio;0.85;2.03;0.96;0.57;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.61;-1.59;1.67;12.96;16.79;-37.12;-15.08;9.82;17.53;-100.98;-19.77;-39.54;—
Enterprise Value (Bil);5.28;4.89;7.20;4.59;3.87;5.75;4.93;4.15;4.01;3.06;5.40;4.31;—
Enterprise Value/EBIT;8.41;—;29.72;7.12;8.25;—;—;14.67;8.97;—;8.36;3.85;—
Enterprise Value/EBITDA;4.95;6.91;6.75;3.29;2.83;—;19.86;4.63;3.27;30.22;29.39;11.84;—
