Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.19;0.31;0.29;0.34;0.45;0.30;0.11;0.28;1.50;1.67;0.57;3.07
Price/Earnings;—;—;—;—;—;88.00;3.82;—;—;—;1.85;—;25.84
Price/Cash Flow;18.81;—;57.86;22.37;12.66;7.65;6.33;3.15;—;139.36;181.10;23.35;17.36
Price/Book;1.98;2.06;3.80;4.26;5.04;4.94;1.91;0.75;2.23;7.02;10.45;6.14;4.27
Price/Forward Earnings;54.64;-11.68;-10.33;-232.56;-147.06;31.95;35.97;22.73;-24.45;-416.67;—;63.44;—
PEG Ratio;3.26;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-8.47;-63.93;-58.06;-7.69;-3.39;1.14;26.19;-10.99;-13.64;-5.41;-0.38;-0.39;—
Enterprise Value (Mil);137.20;72.19;99.67;97.72;113.92;126.04;92.75;32.85;94.72;564.48;874.99;216.13;—
Enterprise Value/EBIT;—;—;—;—;—;98.85;239.04;9.37;—;379.10;1,576.51;-17.70;—
Enterprise Value/EBITDA;18.46;—;—;19.76;24.62;13.63;12.24;3.42;—;65.89;132.25;45.84;—
