Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;0.38;0.29;0.14;0.07;0.21;0.11;0.05;0.06;0.05;0.06;0.09;3.07
Price/Earnings;—;18.51;35.94;—;—;—;—;—;43.62;—;38.27;—;25.84
Price/Cash Flow;—;12.14;12.66;29.38;2.17;18.49;43.74;30.62;3.38;0.50;1.07;11.08;17.36
Price/Book;5.67;1.42;2.09;1.42;0.60;1.15;0.83;0.52;0.62;0.15;0.23;0.63;4.27
Price/Forward Earnings;14.22;46.30;25.97;77.52;48.08;14.99;106.38;11.20;-47.62;-158.73;—;27.32;—
PEG Ratio;2.37;8.41;4.72;14.14;—;—;—;—;—;—;—;—;—
Earnings Yield %;—;5.40;2.78;-0.18;-2.99;-3.67;-15.16;-12.30;2.29;-93.33;-224.11;-37.39;—
Enterprise Value (Bil);0.49;1.91;3.44;4.91;4.23;5.30;4.71;3.69;4.41;3.75;3.79;4.24;—
Enterprise Value/EBIT;—;29.03;39.23;50.12;29.93;54.40;—;29.65;11.55;—;3,935.47;211.89;—
Enterprise Value/EBITDA;—;15.21;17.96;17.76;11.17;16.06;19.19;9.41;7.10;11.78;11.92;12.84;—
