Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.15;0.39;0.46;0.66;0.82;0.90;0.41;0.50;0.66;0.71;0.63;1.50
Price/Earnings;3.89;3.48;7.80;9.09;—;11.72;9.91;5.24;10.58;12.94;7.81;9.22;24.83
Price/Cash Flow;2.32;2.16;7.48;5.51;10.81;9.31;8.61;7.77;5.86;6.44;4.12;7.40;11.13
Price/Book;0.73;0.61;1.48;1.55;1.92;2.40;2.32;0.97;1.13;1.23;1.24;1.56;1.87
Price/Forward Earnings;—;2.27;5.35;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.65;1.53;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;25.73;28.72;12.82;11.01;-20.79;8.53;10.09;19.07;9.46;7.73;12.80;11.99;—
Enterprise Value (Mil);107.64;158.27;316.58;378.30;569.19;797.98;909.12;472.86;567.60;604.57;607.78;647.59;—
Enterprise Value/EBIT;3.46;3.90;6.41;7.34;8.63;8.55;7.24;4.46;9.08;8.87;5.63;7.03;—
Enterprise Value/EBITDA;2.18;2.84;4.97;5.20;6.29;6.49;5.88;3.43;5.38;5.48;3.90;5.02;—
