Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.88;3.12;5.47;6.13;6.98;5.32;4.95;3.86;4.35;3.47;3.51;4.17;3.07
Price/Earnings;18.16;28.09;32.02;36.44;64.90;29.22;24.03;58.40;18.55;—;97.35;50.34;25.84
Price/Cash Flow;12.35;7.93;29.69;24.71;64.33;48.31;18.89;18.40;12.42;11.02;10.79;21.06;17.36
Price/Book;3.58;3.90;5.92;6.44;7.58;6.23;6.74;6.19;8.10;2.75;3.95;5.49;4.27
Price/Forward Earnings;17.48;16.26;28.01;35.09;29.67;19.46;19.27;12.67;11.38;8.19;8.82;14.09;—
PEG Ratio;4.99;—;15.66;2.51;1.64;0.92;1.75;1.12;1.01;0.82;31.49;2.67;—
Earnings Yield %;5.51;3.56;3.12;2.74;1.54;3.42;4.16;1.71;5.39;-0.48;-4.15;2.70;—
Enterprise Value (Bil);57.14;57.69;91.71;98.02;116.12;98.93;101.62;84.89;135.50;162.29;182.75;114.76;—
Enterprise Value/EBIT;8.23;22.87;33.57;27.90;44.30;21.56;17.82;15.88;19.26;33.85;34.07;21.43;—
Enterprise Value/EBITDA;7.39;18.01;26.11;24.16;38.40;20.09;15.83;14.13;17.56;11.83;23.00;16.84;—
