Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.05;1.35;1.66;1.79;1.46;2.25;2.61;2.73;3.56;4.40;4.96;3.11;3.01
Price/Earnings;18.93;17.65;23.49;25.28;20.13;29.88;35.40;55.45;38.06;42.32;58.10;43.94;25.53
Price/Cash Flow;17.79;10.51;15.17;20.63;24.86;34.10;10.22;16.12;29.79;31.45;27.37;22.59;17.03
Price/Book;2.60;3.36;3.82;3.42;3.13;4.67;4.83;5.58;7.03;7.59;8.02;5.96;4.19
Price/Forward Earnings;14.49;15.41;17.27;19.23;15.38;22.73;21.14;—;—;—;—;19.15;—
PEG Ratio;0.84;5.14;5.75;1.28;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.28;5.67;4.26;3.96;4.97;3.35;2.83;1.80;2.63;2.36;1.72;2.60;—
Enterprise Value (Bil);1.54;1.78;2.10;2.17;1.83;2.98;3.31;3.85;5.14;6.02;6.69;4.25;—
Enterprise Value/EBIT;14.01;12.23;16.18;17.38;12.94;19.82;26.63;36.06;25.94;30.91;41.63;29.95;—
Enterprise Value/EBITDA;10.74;10.04;13.06;14.05;10.66;16.01;20.62;26.45;21.81;25.76;33.24;22.99;—
