Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.96;3.32;3.64;5.32;5.88;6.19;7.42;7.57;10.85;11.03;11.65;8.57;3.01
Price/Earnings;1,217.67;221.61;170.56;67.93;124.60;39.90;128.86;79.46;94.40;94.97;100.32;104.80;25.53
Price/Cash Flow;12.91;12.47;11.43;18.20;20.67;20.99;25.64;24.11;28.69;26.52;27.21;25.41;17.03
Price/Book;—;6.17;3.84;3.26;3.44;2.40;2.74;2.78;4.00;3.75;3.30;3.14;4.19
Price/Forward Earnings;97.09;43.48;72.99;—;—;—;—;—;—;—;99.01;—;—
PEG Ratio;48.71;8.78;14.78;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.08;0.45;0.59;1.47;0.80;2.51;0.78;1.26;1.06;1.05;1.00;1.20;—
Enterprise Value (Bil);2.14;2.61;2.94;4.07;6.58;8.65;10.22;11.64;17.19;19.49;23.89;13.36;—
Enterprise Value/EBIT;32.71;32.87;31.83;32.85;40.84;33.50;50.71;46.19;58.56;65.05;72.45;52.90;—
Enterprise Value/EBITDA;15.58;15.44;14.78;16.74;19.58;18.59;22.54;21.97;28.47;29.62;32.01;24.50;—
