Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.03;0.83;1.00;0.72;0.71;0.46;0.62;0.65;0.64;0.71;0.79;0.58;3.01
Price/Earnings;10.18;10.91;17.07;16.34;18.33;16.13;—;—;44.76;—;20.16;147.98;25.53
Price/Cash Flow;7.59;6.96;8.47;9.61;7.17;12.07;20.74;12.29;17.01;4.55;7.82;12.66;17.03
Price/Book;2.26;1.90;2.38;1.62;1.58;1.02;1.50;2.06;2.59;3.13;3.09;1.84;4.19
Price/Forward Earnings;8.86;10.16;17.39;19.16;18.87;16.81;23.42;15.97;—;—;—;24.01;—
PEG Ratio;0.58;19.93;2.81;6.84;1.96;4.57;1.16;0.82;—;—;—;2.31;—
Earnings Yield %;9.83;9.17;5.86;6.12;5.46;6.20;-0.24;-0.53;2.23;-5.48;4.96;0.72;—
Enterprise Value (Bil);2.35;1.81;2.29;1.43;1.19;0.70;1.20;1.58;2.61;2.35;2.54;1.58;—
Enterprise Value/EBIT;5.73;5.93;9.12;8.45;8.52;6.93;41.32;31.27;23.74;—;17.97;22.41;—
Enterprise Value/EBITDA;4.81;4.62;6.73;5.58;5.54;4.14;12.75;13.44;14.34;170.56;12.58;23.01;—
