Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.03;0.03;0.03;0.03;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;1.50
Price/Earnings;43.21;4.99;2.71;—;—;—;1.62;—;—;—;—;1.65;24.83
Price/Cash Flow;0.55;0.51;0.56;0.56;0.30;0.56;0.38;0.17;0.96;0.14;0.17;0.38;11.13
Price/Book;0.50;0.59;0.85;1.04;0.66;0.50;0.52;0.48;0.73;—;0.52;0.56;1.87
Price/Forward Earnings;5.69;5.41;1.95;10.03;4.69;—;—;—;—;—;—;—;—
PEG Ratio;3.80;0.19;0.07;0.36;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.31;20.02;36.88;-6.73;-0.45;-186.96;61.65;-28.98;-36.76;-31.31;-10.97;-55.12;—
Enterprise Value (Bil);5.62;10.32;12.84;12.26;12.54;10.54;10.58;10.20;14.20;13.85;13.48;11.47;—
Enterprise Value/EBIT;5.55;4.21;3.71;6.12;7.36;25.65;14.34;13.24;24.45;20.16;15.20;19.02;—
Enterprise Value/EBITDA;3.28;2.86;2.67;3.99;4.69;6.57;7.32;6.99;11.38;6.76;6.12;7.50;—
