Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;7.09;1.46;1.13;0.76;0.53;0.60;1.15;1.67;0.91;3.07
Price/Earnings;—;—;—;151.80;13.24;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;—;58.44;14.75;—;—;—;—;16.17;11.96;—;17.36
Price/Book;—;—;—;23.28;2.96;2.43;3.25;3.70;5.15;8.74;7.89;4.39;4.27
Price/Forward Earnings;—;—;—;51.28;14.06;-25.64;24.04;8.48;9.04;10.48;18.76;14.08;—
PEG Ratio;—;—;—;1.42;1.41;—;2.40;0.85;0.90;—;—;—;—
Earnings Yield %;—;—;—;0.66;7.55;-28.01;-23.12;-33.25;-12.44;-0.97;-0.83;-15.99;—
Enterprise Value (Bil);—;—;—;7.92;1.95;1.00;1.04;0.63;0.82;1.32;1.65;1.05;—
Enterprise Value/EBIT;—;—;—;95.98;7.22;—;—;—;—;246.33;143.51;19.62;—
Enterprise Value/EBITDA;—;—;—;80.16;6.62;—;—;—;—;48.49;58.75;15.04;—
