Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.90;2.50;2.40;3.66;4.57;3.75;3.98;4.95;5.08;6.64;8.28;4.93;3.07
Price/Earnings;9.94;13.83;11.64;27.60;37.96;31.98;40.22;246.21;29.21;27.68;34.60;46.98;25.84
Price/Cash Flow;6.17;10.66;9.95;15.65;27.11;22.08;15.21;20.63;29.26;23.18;26.99;21.62;17.36
Price/Book;3.19;3.83;3.37;4.34;6.12;5.19;6.24;9.36;37.21;33.46;32.13;20.72;4.27
Price/Forward Earnings;11.51;13.00;15.34;21.32;22.68;17.95;18.15;19.42;19.53;20.88;28.99;20.10;—
PEG Ratio;—;—;5.90;—;2.09;1.99;1.50;1.54;1.88;1.20;2.42;1.72;—
Earnings Yield %;10.06;7.42;8.59;3.62;2.63;3.13;2.49;0.41;3.42;3.61;2.89;2.61;—
Enterprise Value (Bil);48.41;56.39;56.86;77.42;96.89;86.32;99.52;126.03;139.91;174.80;234.81;126.36;—
Enterprise Value/EBIT;8.21;10.10;9.24;21.82;32.15;27.80;32.97;37.09;27.75;25.74;31.81;29.35;—
Enterprise Value/EBITDA;6.64;8.00;7.49;15.68;21.84;18.76;22.02;24.84;22.28;21.61;26.74;22.06;—
