Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.99;2.18;3.69;3.64;2.13;1.89;2.86;2.70;2.37;2.02;3.49;2.29;3.01
Price/Earnings;15.17;17.54;24.73;23.71;36.50;—;33.00;20.69;25.56;—;64.07;67.97;25.53
Price/Cash Flow;—;—;—;—;—;30.35;19.75;227.76;24.17;19.56;59.42;51.79;17.03
Price/Book;1.71;1.34;2.02;2.11;1.40;1.40;2.30;2.53;2.26;1.70;2.61;1.96;4.19
Price/Forward Earnings;10.34;9.70;17.45;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.52;0.49;0.87;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.59;5.70;4.04;4.22;2.74;-1.38;3.03;4.83;3.91;-1.42;-0.23;2.55;—
Enterprise Value (Mil);57.68;44.55;78.89;88.50;58.30;56.66;102.17;126.94;118.39;84.86;143.13;94.82;—
Enterprise Value/EBIT;12.10;9.90;13.91;13.19;18.29;—;22.00;15.64;17.75;48.33;48.69;116.31;—
Enterprise Value/EBITDA;10.97;8.94;12.77;12.20;15.32;257.41;18.41;13.76;15.23;30.05;35.66;31.57;—
