Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.59;2.45;2.41;2.94;4.14;4.05;3.99;3.51;4.18;5.10;3.40;4.01;3.07
Price/Earnings;29.68;—;—;445.67;85.98;34.59;16.19;—;—;17.30;9.48;33.11;25.84
Price/Cash Flow;10.15;12.83;12.16;14.64;14.25;14.58;1,471.29;15.43;21.66;21.49;9.67;183.53;17.36
Price/Book;1.57;1.79;3.15;3.62;5.28;5.21;4.24;4.92;6.51;6.93;4.66;5.27;4.27
Price/Forward Earnings;11.74;14.25;16.50;17.27;21.51;19.12;20.08;17.12;19.76;10.88;15.31;17.80;—
PEG Ratio;1.09;1.11;14.48;8.82;3.84;2.25;2.31;—;0.81;0.47;0.69;3.80;—
Earnings Yield %;3.37;-1.75;-19.51;0.22;1.16;2.89;6.18;-0.97;-1.46;5.78;10.55;3.00;—
Enterprise Value (Bil);5.38;9.66;10.13;11.04;14.15;13.99;14.63;14.65;16.28;21.20;19.64;15.71;—
Enterprise Value/EBIT;15.73;130.69;—;41.08;36.98;24.52;10.57;—;—;18.95;7.86;49.13;—
Enterprise Value/EBITDA;8.32;20.53;—;13.94;16.19;13.51;7.98;69.63;47.04;14.18;6.83;28.74;—
