Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.31;0.44;0.47;0.39;0.51;0.47;0.48;0.41;0.34;0.45;0.62;0.42;1.50
Price/Earnings;23.72;36.64;2.27;—;41.68;31.42;21.91;10.69;18.16;—;9.73;19.04;24.83
Price/Cash Flow;6.27;8.36;9.24;12.65;9.43;7.29;9.43;5.37;5.34;5.48;13.88;6.52;11.13
Price/Book;0.67;1.11;1.13;1.49;1.82;1.96;2.05;1.62;1.58;2.74;3.78;1.91;1.87
Price/Forward Earnings;9.25;-18.08;12.53;15.43;14.64;—;—;12.30;11.10;-666.67;—;—;—
PEG Ratio;4.22;—;1.82;2.24;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.22;2.73;43.97;-7.59;2.40;3.18;4.56;9.36;5.51;-11.04;-23.43;2.32;—
Enterprise Value (Bil);4.33;4.91;4.33;3.82;4.95;5.10;5.09;4.29;6.83;7.18;6.71;5.50;—
Enterprise Value/EBIT;10.95;20.53;2.53;765.00;24.99;21.97;15.85;10.02;22.91;—;15.39;16.58;—
Enterprise Value/EBITDA;6.57;9.93;2.22;18.04;11.12;9.64;8.13;5.96;10.55;10.77;33.06;9.19;—
