Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.38;1.13;1.61;1.06;1.06;2.74;2.27;0.97;0.92;1.01;1.65;1.49;3.01
Price/Earnings;11.66;12.48;24.28;10.22;109.81;—;195.82;132.90;17.99;—;17.48;102.66;25.53
Price/Cash Flow;9.87;8.81;10.91;6.97;9.14;—;16.90;7.02;10.04;6.89;11.38;9.77;17.03
Price/Book;2.57;2.04;3.37;2.15;1.89;4.84;4.63;2.57;2.20;3.22;4.12;3.38;4.19
Price/Forward Earnings;8.38;10.96;12.25;9.85;34.25;58.14;22.68;14.68;17.30;35.71;26.60;34.19;—
PEG Ratio;0.42;0.49;0.79;0.57;—;5.82;—;0.81;2.87;2.47;0.85;—;—
Earnings Yield %;8.58;8.01;4.12;9.79;0.91;-12.13;0.51;0.75;5.56;-26.30;-8.31;-7.17;—
Enterprise Value (Bil);33.40;34.56;49.41;39.14;34.78;55.78;51.68;31.55;31.20;25.43;29.46;37.38;—
Enterprise Value/EBIT;7.70;8.37;16.84;7.99;43.04;—;52.74;14.80;18.11;—;22.05;22.02;—
Enterprise Value/EBITDA;5.93;6.01;10.36;5.62;12.43;—;20.44;8.51;9.18;—;8.42;11.07;—
