Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.11;3.96;5.43;2.09;2.02;5.77;3.37;0.75;0.79;0.32;1.45;2.07;3.07
Price/Earnings;20.04;37.83;60.20;10.89;—;—;21.22;1.47;14.35;—;7.95;7.46;25.84
Price/Cash Flow;9.29;6.18;9.82;3.19;4.19;9.21;6.74;1.63;1.34;0.60;3.03;3.77;17.36
Price/Book;6.49;2.80;3.30;1.10;1.57;18.28;7.43;0.83;0.63;1.67;3.14;22.40;4.27
Price/Forward Earnings;—;—;—;—;—;—;13.53;5.66;3.27;2.35;4.06;79.05;—
PEG Ratio;—;—;—;—;—;—;0.42;0.50;0.52;0.04;0.06;—;—
Earnings Yield %;4.99;2.64;1.66;9.18;-62.33;-41.09;4.71;67.96;6.97;-414.42;-98.59;-86.90;—
Enterprise Value (Bil);3.63;3.51;4.74;3.01;3.05;4.74;3.99;1.76;1.65;1.44;2.55;2.65;—
Enterprise Value/EBIT;17.61;20.05;24.89;9.32;—;—;18.96;2.73;15.15;—;12.64;4.34;—
Enterprise Value/EBITDA;10.14;8.39;10.64;5.61;—;—;11.05;2.09;4.38;—;5.68;-4.76;—
