Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.68;2.07;3.32;4.00;6.95;5.71;5.10;6.88;10.21;15.41;17.62;9.40;1.50
Price/Earnings;18.15;19.84;28.60;37.42;61.04;38.94;35.26;43.46;57.25;90.15;95.03;57.62;24.83
Price/Cash Flow;12.36;23.04;30.37;22.49;42.33;42.89;32.81;35.59;52.23;64.98;74.59;48.76;11.13
Price/Book;2.02;2.90;4.62;5.08;9.33;8.24;6.97;8.32;12.39;19.92;24.66;12.08;1.87
Price/Forward Earnings;13.57;15.34;20.62;23.64;32.89;27.17;27.93;31.35;45.66;56.18;61.73;43.19;—
PEG Ratio;4.85;1.02;1.37;1.56;—;—;—;—;—;2.66;3.56;—;—
Earnings Yield %;5.51;5.04;3.50;2.67;1.64;2.57;2.84;2.30;1.75;1.11;1.05;1.95;—
Enterprise Value (Bil);0.87;1.36;2.22;2.60;5.54;5.63;5.71;8.17;13.75;26.94;38.20;13.44;—
Enterprise Value/EBIT;13.21;15.36;21.85;25.54;38.87;28.56;25.63;31.55;41.93;62.77;64.83;41.68;—
Enterprise Value/EBITDA;9.64;11.89;17.13;19.31;30.91;23.43;21.05;26.04;34.86;51.50;54.38;34.28;—
