Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.90;0.78;0.90;1.08;0.80;0.97;1.36;0.90;1.03;1.15;1.29;1.10;3.07
Price/Earnings;18.12;15.48;20.11;25.74;14.18;20.73;33.61;8.39;14.85;17.43;15.98;17.93;25.84
Price/Cash Flow;6.44;6.24;8.00;10.01;5.24;6.76;8.54;5.92;5.72;6.19;6.87;6.85;17.36
Price/Book;2.39;2.22;2.39;2.79;1.86;1.99;2.66;1.67;2.37;2.26;2.47;2.21;4.27
Price/Forward Earnings;15.41;13.18;17.83;20.66;13.19;21.74;25.00;11.83;17.09;13.07;13.11;18.06;—
PEG Ratio;1.06;3.07;4.16;4.82;1.45;5.07;5.83;0.66;3.97;—;—;3.43;—
Earnings Yield %;5.52;6.46;4.97;3.88;7.05;4.82;2.98;11.92;6.73;5.74;6.26;6.25;—
Enterprise Value (Bil);1.70;1.66;1.83;2.27;1.71;2.08;2.86;2.20;2.86;2.80;3.12;2.63;—
Enterprise Value/EBIT;10.23;9.58;12.28;15.54;8.64;13.67;20.91;11.17;12.04;13.11;12.00;14.33;—
Enterprise Value/EBITDA;5.23;4.88;5.73;7.02;4.43;5.86;8.03;5.21;5.94;5.86;6.02;8.68;—
