Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.43;0.45;0.38;0.31;0.34;0.56;0.77;0.84;0.78;1.23;0.69;3.07
Price/Earnings;6.01;11.05;13.49;14.13;9.03;—;30.98;12.62;13.75;12.64;15.69;19.72;25.84
Price/Cash Flow;—;5.44;12.47;19.26;5.85;3.19;5.49;10.22;15.97;6.61;18.88;8.74;17.36
Price/Book;0.59;0.78;0.85;0.75;0.62;0.63;1.02;1.28;1.34;1.19;2.06;1.15;4.27
Price/Forward Earnings;4.97;6.50;8.78;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.50;0.65;0.88;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;16.63;9.05;7.41;7.08;11.07;-0.17;3.23;7.92;7.27;7.91;6.37;5.34;—
Enterprise Value (Mil);124.29;117.28;147.59;147.68;128.53;112.80;149.15;187.37;211.20;184.33;556.86;180.94;—
Enterprise Value/EBIT;6.76;8.54;11.56;12.93;8.36;1,104.24;21.41;12.62;10.41;8.81;17.27;93.47;—
Enterprise Value/EBITDA;5.16;5.97;7.77;8.16;5.68;14.69;10.69;9.18;8.33;7.09;14.92;10.76;—
