Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.95;6.66;11.92;6.36;6.40;5.85;7.15;7.29;8.01;8.33;7.74;7.20;3.07
Price/Earnings;18.52;16.46;29.52;66.86;24.11;23.09;25.66;17.00;25.15;31.76;31.77;24.01;25.84
Price/Cash Flow;12.83;12.39;22.86;21.14;20.19;17.26;20.50;18.24;19.61;24.66;21.40;19.68;17.36
Price/Book;2.94;2.46;6.40;1.96;2.47;2.16;2.57;2.55;2.99;3.40;3.35;2.70;4.27
Price/Forward Earnings;15.50;14.51;19.65;19.46;18.38;18.28;20.83;19.12;21.93;24.33;25.13;21.23;—
PEG Ratio;1.01;2.40;3.25;1.43;1.17;—;1.60;13.75;2.88;2.06;2.84;3.86;—
Earnings Yield %;5.40;6.07;3.39;1.50;4.15;4.33;3.90;5.88;3.98;3.15;3.15;4.29;—
Enterprise Value (Bil);-25.60;8.49;25.08;27.04;33.29;39.43;46.91;50.03;58.73;81.71;82.82;54.19;—
Enterprise Value/EBIT;—;10.25;30.46;27.20;18.87;19.20;18.33;18.76;20.13;27.28;26.25;20.18;—
Enterprise Value/EBITDA;—;8.86;26.22;20.81;15.64;15.04;15.12;15.50;16.56;22.22;20.68;16.41;—
