Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;0.52;0.74;1.04;1.47;1.92;1.70;1.28;1.58;1.87;1.70;3.01
Price/Earnings;—;—;12.73;18.57;20.35;26.94;36.59;21.78;22.52;49.86;54.01;32.73;25.53
Price/Cash Flow;—;—;8.45;302.82;75.62;17.50;56.75;22.81;16.13;10.97;9.25;25.29;17.03
Price/Book;—;—;2.09;2.21;2.33;2.51;3.55;2.51;1.86;2.71;2.59;2.93;4.19
Price/Forward Earnings;—;—;11.15;13.26;16.16;16.45;20.16;15.92;11.36;19.61;22.78;18.54;—
PEG Ratio;—;—;0.56;0.66;0.81;0.82;1.01;0.80;0.57;0.98;1.14;0.93;—
Earnings Yield %;—;—;7.85;5.38;4.91;3.71;2.73;4.59;4.44;2.01;1.85;3.27;—
Enterprise Value (Bil);—;—;0.04;0.08;0.17;0.31;0.65;0.73;0.72;1.32;1.51;0.82;—
Enterprise Value/EBIT;—;—;10.67;11.54;14.50;17.64;27.67;21.64;20.55;32.27;34.08;26.85;—
Enterprise Value/EBITDA;—;—;7.75;9.01;11.61;13.55;18.55;14.92;12.05;16.01;16.91;16.88;—
