Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.44;5.53;6.19;6.05;8.07;8.33;8.83;7.58;8.66;6.55;7.95;8.06;1.50
Price/Earnings;4.04;15.56;26.18;100.77;6.97;6.19;14.87;11.55;10.49;11.40;41.84;11.98;24.83
Price/Cash Flow;8.51;33.74;33.94;17.98;14.81;14.55;16.46;492.56;19.92;13.19;15.82;64.82;11.13
Price/Book;0.38;0.53;0.66;0.72;0.92;0.88;0.87;0.97;0.98;0.71;0.89;0.87;1.87
Price/Forward Earnings;18.90;10.95;12.14;13.30;18.55;—;—;—;—;—;—;—;—
PEG Ratio;0.36;0.73;0.81;0.89;—;—;—;—;—;—;—;—;—
Earnings Yield %;24.78;6.43;3.82;0.99;14.35;16.15;6.72;8.66;9.53;8.77;2.39;9.84;—
Enterprise Value (Bil);0.55;0.64;0.70;0.72;0.86;0.88;1.04;1.16;1.43;1.25;1.37;1.16;—
Enterprise Value/EBIT;8.90;18.86;24.72;39.33;10.21;9.15;21.08;21.79;18.47;21.17;46.85;19.39;—
Enterprise Value/EBITDA;8.90;18.86;24.72;39.33;10.21;9.15;21.07;21.78;18.47;21.17;46.83;19.38;—
