Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.21;3.01;3.92;5.14;4.14;2.26;2.50;1.12;1.50;1.21;1.27;1.78;3.01
Price/Earnings;27.03;22.57;32.38;127.60;149.18;—;—;44.54;28.70;—;23.59;54.16;25.53
Price/Cash Flow;20.99;18.76;23.89;26.56;18.15;11.46;18.11;8.80;14.30;9.98;13.62;13.56;17.03
Price/Book;5.88;4.64;8.31;2.70;1.93;1.38;2.03;0.93;1.22;1.02;1.12;1.37;4.19
Price/Forward Earnings;18.18;16.34;22.94;22.62;15.22;10.95;16.13;8.87;11.74;10.28;18.28;13.31;—
PEG Ratio;1.24;1.33;1.64;1.38;0.99;1.87;2.42;—;—;—;—;2.87;—
Earnings Yield %;3.70;4.43;3.09;0.78;0.67;-0.32;-10.51;2.25;3.48;-0.11;-3.40;-2.73;—
Enterprise Value (Bil);10.15;10.69;21.68;25.82;25.56;17.47;15.19;8.09;10.13;8.66;9.33;12.08;—
Enterprise Value/EBIT;21.07;16.94;30.28;44.73;31.76;22.87;22.59;14.96;26.15;31.34;18.67;22.17;—
Enterprise Value/EBITDA;17.03;13.90;24.35;25.44;18.23;12.60;13.52;8.28;12.98;13.04;29.11;12.97;—
