Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.29;0.36;0.40;0.33;0.41;0.59;0.57;0.22;0.39;0.38;0.50;0.43;3.07
Price/Earnings;—;42.44;110.08;—;24.38;38.53;49.63;13.40;19.18;17.13;13.99;25.15;25.84
Price/Cash Flow;15.63;9.60;8.94;7.15;11.11;11.07;9.08;21.29;7.80;6.85;7.43;17.12;17.36
Price/Book;0.86;1.07;1.11;1.31;1.99;2.86;2.41;1.03;2.00;1.64;1.88;2.03;4.27
Price/Forward Earnings;14.73;12.58;13.30;13.97;—;—;—;—;—;—;—;—;—
PEG Ratio;1.64;0.34;0.40;0.42;—;—;—;—;—;—;—;—;—
Earnings Yield %;-1.42;2.36;0.91;-0.03;4.10;2.60;2.01;7.46;5.21;5.84;7.15;4.48;—
Enterprise Value (Bil);1.03;1.25;1.24;1.42;1.65;2.04;1.89;1.54;1.99;2.15;2.48;1.97;—
Enterprise Value/EBIT;30.87;17.64;18.48;33.18;16.18;19.53;27.77;15.50;14.16;14.39;12.72;18.12;—
Enterprise Value/EBITDA;10.24;9.00;8.98;12.88;9.60;11.68;16.32;9.92;9.83;10.15;9.65;11.50;—
