Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;7.22;8.16;10.76;11.83;16.32;21.11;15.78;13.90;3.07
Price/Earnings;—;—;—;—;—;—;259.38;103.89;113.35;39.31;31.84;—;25.84
Price/Cash Flow;—;—;—;—;—;483.74;50.87;64.81;111.18;106.08;122.44;109.05;17.36
Price/Book;—;—;—;—;6.42;11.58;17.48;18.53;29.94;21.76;16.88;22.68;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;50.51;—;—;87.72;—;—
PEG Ratio;—;—;—;—;—;—;—;2.81;—;—;—;—;—
Earnings Yield %;—;—;—;—;-3.34;-1.09;0.39;0.96;0.88;2.54;3.14;0.63;—
Enterprise Value (Bil);—;—;—;—;0.45;0.79;1.37;1.96;3.78;6.05;4.71;2.81;—
Enterprise Value/EBIT;—;—;—;—;—;—;241.45;101.41;416.94;30.17;3,671.53;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;76.61;58.59;117.99;26.23;145.78;125.94;—
