Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.09;2.29;4.73;10.86;4.12;1.92;0.67;0.30;0.14;0.26;0.29;0.77;3.07
Price/Earnings;—;—;—;24.66;—;—;—;—;—;—;1.52;98.75;25.84
Price/Cash Flow;—;—;—;—;19.15;33.79;3.61;1.75;1.26;3.20;6.03;5.43;17.36
Price/Book;0.49;—;1.81;1.98;1.73;0.64;0.25;0.19;0.18;0.79;0.98;0.47;4.27
Price/Forward Earnings;—;—;22.52;32.36;16.47;8.51;3.12;1.31;—;—;0.91;5.97;—
PEG Ratio;—;—;1.50;2.16;1.10;0.57;0.21;0.09;—;—;0.06;0.48;—
Earnings Yield %;-18.18;-60.80;-69.07;4.06;-0.88;-2.94;-20.93;-339.96;-110.95;-388.85;-341.02;-253.91;—
Enterprise Value (Mil);3.59;15.26;162.26;666.61;807.03;914.97;726.62;655.94;513.67;510.72;467.24;675.08;—
Enterprise Value/EBIT;—;—;—;83.00;21.85;17.75;8.42;7.64;7.58;—;13.00;10.91;—
Enterprise Value/EBITDA;—;—;—;74.19;20.93;16.47;7.97;7.33;6.71;54.75;7.61;14.08;—
