Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.30;2.77;2.92;2.82;3.25;3.72;4.37;3.98;4.23;3.97;4.09;4.09;3.07
Price/Earnings;23.54;19.85;23.66;22.59;21.31;24.20;27.54;21.52;23.40;20.72;21.52;23.52;25.84
Price/Cash Flow;7.96;8.37;10.03;8.78;10.60;10.40;10.66;10.34;16.32;17.29;13.70;12.79;17.36
Price/Book;1.46;1.65;1.70;1.63;1.94;2.15;2.46;2.15;2.20;2.09;2.12;2.22;4.27
Price/Forward Earnings;17.01;13.39;11.21;19.01;—;—;—;—;—;—;—;—;—
PEG Ratio;—;2.62;2.20;3.73;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.25;5.04;4.23;4.43;4.69;4.13;3.63;4.65;4.27;4.83;4.65;4.28;—
Enterprise Value (Mil);282.42;312.88;318.67;322.48;365.45;398.92;468.09;451.35;493.49;515.28;530.53;467.86;—
Enterprise Value/EBIT;21.19;13.31;14.97;14.48;13.77;14.99;17.00;16.86;19.01;17.10;17.55;17.05;—
Enterprise Value/EBITDA;13.65;9.95;10.80;10.43;10.36;11.18;12.68;12.22;13.43;12.54;12.74;12.46;—
