Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.48;1.87;3.21;3.45;1.41;1.19;1.52;0.86;0.60;1.12;1.27;1.11;3.07
Price/Earnings;—;—;—;—;—;—;—;—;18.24;—;12.93;30.89;25.84
Price/Cash Flow;—;—;45.84;32.26;96.43;11.05;21.00;—;9.26;8.69;20.07;18.81;17.36
Price/Book;1.63;1.27;2.54;4.06;1.64;1.40;3.74;0.87;0.54;1.72;1.69;1.46;4.27
Price/Forward Earnings;61.73;-52.36;243.90;34.48;23.75;33.11;12.47;7.78;—;—;6.95;32.75;—
PEG Ratio;3.09;—;16.15;1.73;—;1.51;1.04;0.65;—;—;0.58;—;—
Earnings Yield %;-0.83;-10.59;-4.44;-1.51;-11.08;-2.06;-5.69;-19.50;5.48;-25.00;7.73;-10.52;—
Enterprise Value (Bil);0.34;0.23;0.64;0.87;0.24;0.23;0.69;0.55;0.43;1.31;1.45;0.66;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;14.24;—;13.48;-35.36;—
Enterprise Value/EBITDA;45.96;—;—;268.28;—;19.72;—;—;4.74;—;7.72;10.52;—
