Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.99;1.19;1.56;1.42;0.81;1.32;1.52;0.95;1.17;1.74;1.72;1.33;3.07
Price/Earnings;10.31;12.50;18.67;16.22;9.42;19.72;17.95;16.92;11.14;21.26;19.11;17.46;25.84
Price/Cash Flow;9.77;13.42;12.76;12.39;7.88;10.46;14.17;10.02;8.48;14.06;13.42;11.47;17.36
Price/Book;3.24;3.11;3.71;3.39;1.99;3.32;3.84;2.94;3.45;4.35;4.37;3.59;4.27
Price/Forward Earnings;8.94;11.17;14.60;13.23;10.09;17.18;15.34;8.61;13.89;16.31;15.22;14.86;—
PEG Ratio;1.79;—;2.18;1.44;2.64;8.86;1.58;0.88;2.99;2.37;1.44;2.93;—
Earnings Yield %;9.70;8.00;5.36;6.17;10.61;5.07;5.57;5.91;8.98;4.70;5.23;6.27;—
Enterprise Value (Bil);16.25;19.72;25.45;25.58;15.35;23.45;30.13;22.17;28.22;34.79;36.60;27.78;—
Enterprise Value/EBIT;6.53;8.56;12.27;10.50;6.17;13.77;12.81;8.08;8.55;16.11;14.24;11.50;—
Enterprise Value/EBITDA;5.78;7.40;10.27;8.92;5.12;10.54;10.30;6.62;7.15;12.26;11.28;9.15;—
