Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.20;0.31;0.39;0.58;0.47;0.40;0.52;0.35;0.36;0.71;0.97;0.45;3.07
Price/Earnings;26.61;—;—;64.74;19.32;24.47;25.69;14.16;19.59;36.00;12.10;22.35;25.84
Price/Cash Flow;5.01;13.13;6.71;12.98;11.73;9.51;8.30;8.45;7.46;6.26;5.78;7.72;17.36
Price/Book;0.65;1.06;1.34;1.92;1.49;1.29;1.77;1.35;1.49;3.13;5.71;1.77;4.27
Price/Forward Earnings;18.12;44.05;35.84;42.74;—;—;—;—;—;—;—;—;—
PEG Ratio;1.68;4.09;2.39;2.85;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.76;-3.42;-0.71;1.54;5.18;4.09;3.89;7.06;5.10;2.78;8.27;4.87;—
Enterprise Value (Mil);98.00;167.39;196.85;313.37;246.70;209.66;298.39;192.27;375.46;603.68;911.39;325.04;—
Enterprise Value/EBIT;18.03;—;—;39.03;10.37;12.03;13.70;7.05;21.21;30.05;9.25;15.32;—
Enterprise Value/EBITDA;3.30;13.36;10.35;10.96;5.78;6.00;7.50;4.13;10.41;15.30;7.76;13.31;—
