Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.82;0.98;1.73;2.24;2.24;2.52;2.24;1.46;1.10;1.31;1.32;1.72;1.50
Price/Earnings;11.31;11.23;16.01;17.70;15.59;19.90;18.12;11.94;18.11;18.14;25.77;16.89;24.83
Price/Cash Flow;6.67;6.29;9.13;15.84;11.15;16.30;13.44;8.99;9.41;8.62;9.91;11.50;11.13
Price/Book;1.31;1.44;3.00;3.39;3.78;3.75;2.99;1.90;1.40;1.50;1.33;2.24;1.87
Price/Forward Earnings;—;10.24;13.93;18.83;16.10;19.46;17.24;14.06;14.01;15.27;46.51;19.99;—
PEG Ratio;—;1.31;1.79;2.41;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.84;8.90;6.25;5.65;6.42;5.03;5.52;8.38;5.52;5.51;3.88;6.14;—
Enterprise Value (Bil);0.37;0.42;0.89;1.17;1.23;1.37;1.17;0.68;0.47;0.52;0.45;0.83;—
Enterprise Value/EBIT;6.25;5.03;8.32;9.32;8.45;10.52;9.31;5.80;6.33;8.42;12.11;7.88;—
Enterprise Value/EBITDA;3.86;3.56;6.00;7.98;7.26;8.56;7.48;4.59;4.26;4.08;4.26;5.71;—
