Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.65;2.05;2.00;6.09;2.62;2.78;2.97;2.56;2.77;3.54;4.77;3.25;3.07
Price/Earnings;13.04;19.43;30.92;44.08;13.38;59.35;63.18;—;88.72;413.60;480.60;103.74;25.84
Price/Cash Flow;33.36;14.31;19.51;32.58;11.18;11.83;29.77;—;—;21.08;48.06;62.62;17.36
Price/Book;1.97;2.05;1.84;5.73;2.74;2.14;2.10;2.08;2.71;3.20;4.09;2.77;4.27
Price/Forward Earnings;14.25;16.26;20.62;29.94;—;16.64;—;—;—;—;28.90;—;—
PEG Ratio;1.43;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.67;5.15;3.23;2.27;7.47;1.68;1.58;-5.04;1.13;0.24;-1.48;0.08;—
Enterprise Value (Mil);170.67;213.44;214.13;992.90;487.03;407.15;399.64;428.98;618.32;729.11;905.50;591.29;—
Enterprise Value/EBIT;7.33;10.15;16.21;33.75;8.40;32.36;55.51;—;45.86;221.55;266.25;1,865.20;—
Enterprise Value/EBITDA;6.39;8.65;12.16;27.85;7.63;18.14;22.28;48.34;24.60;47.19;144.67;41.51;—
