Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;2.00;1.44;1.85;—;3.01
Price/Earnings;—;—;—;—;—;—;—;—;15.44;10.99;11.37;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;—;9.28;7.32;7.97;—;17.03
Price/Book;—;—;—;—;—;—;—;—;2.19;1.60;2.01;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;—;15.48;13.95;14.08;—;—
PEG Ratio;—;—;—;—;—;—;—;—;4.62;—;13.16;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;6.48;9.10;8.80;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;26.47;20.59;24.38;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;11.17;7.85;7.72;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;10.22;7.11;7.03;—;—
