Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.77;2.86;3.65;4.62;3.02;4.38;5.19;4.71;5.81;7.27;7.86;5.38;3.07
Price/Earnings;16.84;15.20;18.52;22.02;13.51;20.78;23.73;9.28;21.32;26.52;29.07;19.35;25.84
Price/Cash Flow;9.14;9.72;11.79;14.83;8.98;12.17;14.58;12.93;15.09;17.09;18.18;14.04;17.36
Price/Book;2.74;2.97;3.69;4.88;3.22;4.17;5.47;4.85;6.95;8.13;9.18;5.86;4.27
Price/Forward Earnings;13.61;12.77;15.11;18.48;13.21;18.69;20.58;15.36;18.76;21.98;23.15;19.21;—
PEG Ratio;0.94;0.83;1.28;1.52;1.98;2.12;1.25;—;1.58;2.94;2.17;1.90;—
Earnings Yield %;5.94;6.58;5.40;4.54;7.40;4.81;4.21;10.77;4.69;3.77;3.44;5.80;—
Enterprise Value (Bil);58.94;66.96;84.70;114.85;78.65;98.82;120.46;120.74;151.47;166.79;176.19;130.82;—
Enterprise Value/EBIT;10.74;9.77;11.55;13.56;8.96;13.34;14.92;13.98;17.02;20.33;22.11;15.73;—
Enterprise Value/EBITDA;8.34;7.77;9.30;11.10;7.31;10.47;11.85;11.18;13.63;16.01;17.31;12.48;—
