Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.12;1.24;1.33;1.13;1.15;0.94;1.30;0.87;0.79;0.79;0.88;0.92;1.50
Price/Earnings;13.92;19.83;19.36;19.76;19.02;20.99;21.49;16.38;15.82;17.06;13.45;17.48;24.83
Price/Cash Flow;8.05;12.28;7.88;9.24;8.91;4.50;7.05;5.86;4.86;3.33;3.56;5.45;11.13
Price/Book;1.37;1.72;1.79;1.54;1.19;1.08;1.54;0.98;0.89;0.93;1.19;1.10;1.87
Price/Forward Earnings;14.01;15.77;16.67;16.42;16.81;15.77;17.21;14.68;13.48;13.14;14.22;14.00;—
PEG Ratio;7.01;1.20;1.26;1.25;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.18;5.04;5.16;5.06;5.26;4.76;4.65;6.11;6.32;5.86;7.43;5.82;—
Enterprise Value (Bil);1.54;2.08;2.04;1.66;1.45;1.40;1.92;1.33;1.15;1.76;2.01;1.74;—
Enterprise Value/EBIT;9.79;15.00;13.38;11.88;11.99;11.59;12.47;12.12;9.16;15.44;12.83;14.06;—
Enterprise Value/EBITDA;5.60;7.53;6.83;5.65;5.10;4.69;5.46;4.30;3.42;5.00;5.10;5.27;—
