Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.98;3.18;4.43;4.20;4.96;5.11;6.31;6.26;7.04;7.28;7.31;6.60;3.07
Price/Earnings;20.49;20.88;27.80;24.86;29.24;27.15;36.90;24.95;40.46;41.64;42.45;35.15;25.84
Price/Cash Flow;12.01;11.88;16.78;15.59;15.55;18.93;25.14;23.35;27.61;24.80;25.12;24.45;17.36
Price/Book;3.20;3.23;4.59;4.97;6.45;7.09;8.71;7.13;7.57;7.98;9.29;7.92;4.27
Price/Forward Earnings;17.67;17.09;24.15;23.53;28.01;28.65;35.46;34.36;40.00;43.29;36.23;35.47;—
PEG Ratio;1.44;1.42;2.04;1.82;2.32;2.37;2.89;3.44;3.16;3.21;2.64;3.39;—
Earnings Yield %;4.88;4.79;3.60;4.02;3.42;3.68;2.71;4.01;2.47;2.40;2.36;2.94;—
Enterprise Value (Bil);2.96;3.32;4.91;5.00;6.07;6.85;8.93;9.65;11.08;12.13;12.35;10.11;—
Enterprise Value/EBIT;13.35;13.49;17.78;15.23;18.57;18.37;24.21;24.17;30.49;31.85;32.55;26.79;—
Enterprise Value/EBITDA;9.43;9.71;12.98;11.38;13.56;13.55;17.48;17.43;21.01;21.88;22.24;18.96;—
