Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.25;2.22;1.94;1.20;1.56;2.18;3.01;1.75;1.59;2.60;2.65;2.15;3.07
Price/Earnings;14.12;21.96;23.44;21.00;16.57;28.79;30.49;22.70;40.08;—;30.61;28.52;25.84
Price/Cash Flow;15.27;11.05;10.31;12.03;7.71;15.56;27.34;12.65;16.54;15.72;12.93;16.58;17.36
Price/Book;2.11;1.85;1.68;1.22;1.55;2.32;3.10;1.98;1.44;3.05;2.70;2.37;4.27
Price/Forward Earnings;12.80;14.66;16.72;19.46;17.42;25.32;26.39;13.87;17.86;23.26;17.73;18.85;—
PEG Ratio;0.87;1.13;1.29;1.18;—;—;—;1.16;—;—;—;—;—
Earnings Yield %;7.08;4.55;4.27;4.76;6.03;3.47;3.28;4.41;2.49;-0.03;3.27;2.59;—
Enterprise Value (Bil);1.07;1.10;1.12;0.92;1.13;1.87;3.11;2.26;5.13;9.36;8.20;3.94;—
Enterprise Value/EBIT;10.47;14.55;16.44;16.98;12.89;19.66;23.77;16.05;57.15;74.37;22.08;37.81;—
Enterprise Value/EBITDA;8.27;9.76;10.00;8.46;8.06;12.21;15.68;10.19;27.44;24.34;12.71;17.10;—
