Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.92;3.42;4.95;3.19;2.86;3.79;4.40;2.98;3.90;7.63;11.57;4.66;3.01
Price/Earnings;28.30;24.95;30.10;17.52;15.77;26.05;26.22;10.84;27.95;—;104.41;26.74;25.53
Price/Cash Flow;13.42;12.45;16.14;9.66;9.58;11.06;12.44;8.70;17.25;—;34.62;13.60;17.03
Price/Book;4.17;5.39;8.51;6.44;5.06;6.69;9.30;5.88;9.84;14.23;14.68;8.81;4.19
Price/Forward Earnings;16.67;15.90;21.93;15.06;17.09;19.34;23.15;15.08;21.10;38.76;312.50;112.26;—
PEG Ratio;0.42;0.89;1.24;1.08;5.82;2.06;1.92;1.85;4.31;2.63;—;12.46;—
Earnings Yield %;3.53;4.01;3.32;5.71;6.34;3.84;3.81;9.22;3.58;-1.66;-4.75;3.69;—
Enterprise Value (Bil);37.20;45.77;71.13;53.22;42.11;50.42;62.55;47.55;60.87;57.07;51.62;54.59;—
Enterprise Value/EBIT;16.80;19.72;22.08;13.48;13.08;20.19;20.20;12.16;14.41;—;43.56;18.21;—
Enterprise Value/EBITDA;12.42;14.07;16.68;10.60;9.88;14.10;14.33;9.46;11.20;74.30;63.79;15.77;—
