Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.33;0.39;0.43;0.43;0.39;0.32;0.32;0.19;0.24;0.27;0.46;0.27;3.07
Price/Earnings;6.44;9.12;10.87;10.20;11.74;6.70;11.35;4.94;23.25;—;15.08;34.77;25.84
Price/Cash Flow;3.99;5.75;6.42;4.98;3.47;2.53;2.82;1.82;2.31;1.55;2.04;2.21;17.36
Price/Book;6.86;3.20;3.00;2.38;2.07;1.56;1.52;0.85;1.04;1.09;1.76;1.22;4.27
Price/Forward Earnings;6.71;8.01;8.70;9.36;7.28;7.22;7.81;5.48;6.89;8.22;16.69;8.01;—
PEG Ratio;1.14;0.58;0.59;0.85;0.73;—;—;—;0.68;0.42;0.33;—;—
Earnings Yield %;15.52;10.97;9.20;9.81;8.52;14.92;8.81;20.26;4.30;-0.46;6.63;7.75;—
Enterprise Value (Bil);85.44;120.22;134.45;147.37;151.37;151.26;160.65;148.23;156.01;149.73;167.45;154.12;—
Enterprise Value/EBIT;6.97;14.26;15.57;23.78;19.37;12.79;10.48;8.98;12.60;13.73;12.73;12.00;—
Enterprise Value/EBITDA;6.97;8.82;15.57;23.78;19.37;12.79;10.48;8.98;7.50;8.00;8.29;9.15;—
