Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;4.26;3.96;—;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;96.50;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;—;—;41.03;30.27;—;17.03
Price/Book;—;—;—;—;—;—;—;—;—;—;331.10;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;63.29;37.74;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;1.55;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;-4.66;-3.96;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;22.43;21.97;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;94.44;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;102.18;—;—
