Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.33;1.45;1.69;1.61;1.99;2.61;3.39;3.06;4.84;7.39;7.19;4.29;3.01
Price/Earnings;14.57;17.78;39.87;43.82;39.50;54.74;302.11;5.50;29.44;4.99;4.74;78.10;25.53
Price/Cash Flow;9.69;10.79;17.76;11.31;21.36;34.28;55.13;28.11;27.69;39.06;31.00;36.54;17.03
Price/Book;1.60;1.48;1.67;1.61;1.68;1.99;2.50;1.41;2.16;1.97;1.81;2.06;4.19
Price/Forward Earnings;14.49;11.86;19.96;—;—;—;44.25;—;—;49.26;49.51;—;—
PEG Ratio;1.61;1.25;2.10;—;—;—;—;—;—;1.06;4.15;—;—
Earnings Yield %;6.86;5.45;2.51;2.28;2.53;1.83;0.33;18.19;3.40;20.03;21.11;7.92;—
Enterprise Value (Bil);2.52;2.80;3.43;3.24;3.72;5.02;6.82;6.49;10.76;16.84;18.34;9.27;—
Enterprise Value/EBIT;8.97;10.22;18.27;20.97;23.51;34.17;127.62;4.00;19.78;3.70;3.45;36.93;—
Enterprise Value/EBITDA;6.33;6.92;10.45;10.56;12.56;17.25;35.48;3.67;15.17;3.59;3.36;14.35;—
