Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;0.06;2.00;1.60;1.83;1.89;1.07;1.18;0.77;0.81;1.64;3.01
Price/Earnings;—;—;—;3.36;31.78;21.31;9.00;25.72;—;—;25.70;24.12;25.53
Price/Cash Flow;—;—;—;—;—;13.55;8.49;5.91;—;—;77.58;—;17.03
Price/Book;—;—;6.06;1.46;1.77;2.30;2.27;0.91;0.79;0.81;0.81;1.72;4.19
Price/Forward Earnings;—;—;15.02;9.43;12.25;15.63;9.98;10.32;—;—;84.03;24.42;—
PEG Ratio;—;—;0.75;0.54;0.61;0.78;0.62;0.69;—;—;—;0.88;—
Earnings Yield %;—;—;-19.14;29.77;3.15;4.69;11.11;3.89;-16.67;-45.71;-28.93;-9.14;—
Enterprise Value (Mil);—;—;212.21;146.84;295.68;442.75;703.08;314.44;307.25;325.88;337.82;512.26;—
Enterprise Value/EBIT;—;—;522.70;39.43;29.01;46.10;7.66;25.08;—;—;25.05;30.93;—
Enterprise Value/EBITDA;—;—;59.43;16.24;15.77;19.92;6.37;7.78;—;—;38.41;16.27;—
