Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.33;0.34;0.54;0.47;0.69;0.78;0.96;0.80;0.75;0.67;1.03;0.80;3.01
Price/Earnings;—;34.74;28.51;35.67;22.92;20.68;25.38;17.26;17.61;13.71;18.23;19.15;25.53
Price/Cash Flow;16.33;14.85;14.26;12.45;13.47;17.27;15.35;14.12;10.38;7.50;8.30;12.72;17.03
Price/Book;1.52;1.67;2.53;2.13;3.15;3.39;3.94;3.27;3.28;2.85;3.97;3.41;4.19
Price/Forward Earnings;25.71;26.81;21.51;21.69;16.81;16.72;18.98;12.85;—;—;—;17.18;—
PEG Ratio;2.28;3.83;2.69;2.71;1.68;1.67;1.90;1.28;—;—;—;1.79;—
Earnings Yield %;-8.21;2.88;3.51;2.80;4.36;4.83;3.94;5.79;5.68;7.29;5.49;5.54;—
Enterprise Value (Bil);0.39;0.42;0.69;0.64;1.03;1.24;1.67;1.69;2.10;2.14;3.07;1.82;—
Enterprise Value/EBIT;—;18.87;14.99;17.55;12.73;12.39;16.28;11.84;14.18;11.20;14.76;13.25;—
Enterprise Value/EBITDA;—;9.79;10.60;11.31;9.88;9.86;12.25;9.20;10.58;8.55;11.29;10.14;—
