Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.16;1.51;2.37;2.25;2.73;3.19;3.67;2.35;2.63;3.18;3.78;3.08;3.01
Price/Earnings;18.57;18.07;29.40;26.24;26.88;25.87;30.04;21.68;19.85;28.26;29.32;26.10;25.53
Price/Cash Flow;—;20.42;19.45;20.19;20.78;22.62;32.21;15.87;18.24;17.63;18.68;21.30;17.03
Price/Book;1.64;2.44;3.93;3.67;4.74;5.38;6.31;4.09;4.67;5.08;6.11;5.29;4.19
Price/Forward Earnings;14.14;18.05;22.52;20.66;21.93;23.09;25.77;15.24;18.32;22.83;26.04;22.60;—
PEG Ratio;0.57;0.67;0.83;0.77;1.40;2.54;2.20;1.56;2.29;2.28;2.61;2.30;—
Earnings Yield %;5.38;5.53;3.40;3.81;3.72;3.86;3.33;4.61;5.04;3.54;3.41;4.01;—
Enterprise Value (Bil);1.66;2.70;4.67;4.77;6.39;7.89;10.22;6.76;7.58;8.51;10.77;8.50;—
Enterprise Value/EBIT;10.94;11.09;18.87;17.36;17.07;17.06;20.22;12.21;14.53;20.44;21.18;17.24;—
Enterprise Value/EBITDA;8.45;9.06;15.37;14.17;14.62;14.98;17.82;10.81;12.67;17.11;18.32;15.01;—
