Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.41;1.47;1.79;2.28;0.62;1.82;1.37;1.65;1.00;1.87;2.70;1.75;3.01
Price/Earnings;15.42;18.88;118.88;32.20;—;—;—;2.58;5.75;—;4.55;5.97;25.53
Price/Cash Flow;5.57;10.10;11.06;8.53;3.70;8.56;6.11;2.95;1.61;2.78;4.12;4.52;17.03
Price/Book;2.43;1.85;2.20;1.48;0.38;1.01;0.83;0.53;0.37;0.56;0.72;0.68;4.19
Price/Forward Earnings;10.06;19.16;22.68;31.25;56.18;13.61;—;—;—;—;11.45;—;—
PEG Ratio;0.34;0.88;1.65;4.22;1.93;—;—;—;—;—;—;—;—
Earnings Yield %;6.49;5.30;0.84;3.11;-18.35;-4.66;-6.63;38.70;17.40;-46.20;-1.63;-0.67;—
Enterprise Value (Bil);11.05;10.55;11.97;10.85;5.46;7.22;5.54;4.43;4.49;4.96;5.67;5.37;—
Enterprise Value/EBIT;11.70;14.71;28.17;31.47;—;131.32;60.56;3.59;7.44;—;38.17;23.04;—
Enterprise Value/EBITDA;7.04;7.85;11.11;12.29;22.64;10.04;8.36;2.58;4.05;—;8.72;13.39;—
