Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.12;0.65;0.91;0.46;0.65;1.44;1.74;1.49;1.39;1.06;0.84;1.38;2.06
Price/Earnings;—;—;—;10.43;4.98;82.99;22.74;—;19.56;11.13;15.40;26.92;31.62
Price/Cash Flow;13.98;2.10;10.65;33.76;—;—;—;1.62;27.32;—;25.06;7.97;17.41
Price/Book;1.95;1.79;2.38;1.15;1.06;1.29;1.35;1.16;1.53;1.57;1.14;1.31;2.50
Price/Forward Earnings;8.90;6.76;12.74;6.71;—;21.32;18.48;18.94;19.65;12.47;13.81;18.73;—
PEG Ratio;0.86;0.23;0.43;0.23;—;—;—;—;—;—;—;—;—
Earnings Yield %;-3.01;-3.31;-6.22;9.58;—;1.21;4.40;-3.31;5.11;8.98;6.49;4.15;—
Enterprise Value (Bil);4.42;3.39;4.76;5.59;—;8.11;7.18;6.04;7.24;6.84;6.80;7.02;—
Enterprise Value/EBIT;263.63;79.67;—;14.22;—;26.23;12.74;18.82;12.49;10.95;12.90;15.58;—
Enterprise Value/EBITDA;263.63;79.67;—;14.22;—;26.23;12.74;18.82;12.49;8.28;8.55;14.07;—
