Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.61;3.16;2.74;3.20;4.56;6.57;7.46;2.89;1.80;2.12;1.26;4.13;3.07
Price/Earnings;12.85;8.96;9.08;10.55;15.76;20.75;25.65;12.13;12.24;12.33;10.98;16.57;25.84
Price/Cash Flow;12.68;8.72;10.16;11.34;25.49;24.91;31.31;13.36;10.84;16.11;12.31;19.17;17.36
Price/Book;2.63;1.65;1.40;1.41;2.74;4.27;5.41;2.62;1.91;1.99;1.57;3.26;4.27
Price/Forward Earnings;13.42;8.24;7.24;10.36;—;—;—;—;—;—;—;—;—
PEG Ratio;0.67;0.41;0.36;1.04;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.78;11.17;11.01;9.48;6.34;4.82;3.90;8.25;8.17;8.11;9.11;7.31;—
Enterprise Value (Bil);0.81;0.64;0.58;0.63;1.25;2.00;2.73;1.79;1.63;1.77;1.58;1.99;—
Enterprise Value/EBIT;11.76;8.07;8.10;7.99;14.44;19.74;24.43;12.67;11.25;13.52;13.02;16.33;—
Enterprise Value/EBITDA;10.65;7.24;7.11;7.08;12.92;17.68;22.00;11.59;9.76;11.46;10.96;14.52;—
