Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.44;0.59;0.40;0.50;0.64;0.52;0.22;0.22;0.22;0.31;0.37;1.50
Price/Earnings;14.61;13.52;19.34;15.08;28.49;27.88;25.32;14.01;12.61;12.07;15.98;19.31;24.83
Price/Cash Flow;2.19;20.90;19.11;28.38;20.06;17.83;13.08;—;5.04;5.74;3.40;9.67;11.13
Price/Book;3.31;3.66;5.71;2.65;4.15;7.10;3.76;1.90;1.52;1.23;1.64;3.30;1.87
Price/Forward Earnings;9.00;10.14;13.21;11.71;13.79;18.12;12.95;8.56;6.40;—;—;11.33;—
PEG Ratio;—;1.13;1.47;1.30;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.84;7.39;5.17;6.63;3.51;3.59;3.95;7.14;7.93;8.28;6.26;6.32;—
Enterprise Value (Bil);0.52;0.60;0.91;0.95;1.22;1.85;1.69;1.16;1.12;0.99;0.80;1.33;—
Enterprise Value/EBIT;10.66;8.05;12.56;10.70;14.07;16.93;17.12;11.25;11.10;9.40;7.69;12.94;—
Enterprise Value/EBITDA;8.87;7.13;11.62;9.45;11.66;14.47;12.60;9.14;7.92;6.46;5.41;10.01;—
