Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.23;0.60;1.01;0.59;0.68;0.77;0.24;0.28;0.25;0.48;0.45;3.01
Price/Earnings;—;—;—;123.47;51.71;22.36;25.06;7.71;9.05;—;40.40;18.69;25.53
Price/Cash Flow;4.77;5.51;12.24;41.22;8.73;16.88;21.91;5.83;6.85;2.93;6.90;11.47;17.03
Price/Book;—;—;5.19;5.53;3.38;3.91;4.16;2.75;1.16;2.77;4.99;2.98;4.19
Price/Forward Earnings;13.02;-5.52;70.42;35.97;22.62;16.95;17.51;3.92;8.53;—;3.05;10.07;—
PEG Ratio;0.52;—;7.06;3.60;2.26;1.69;1.75;0.39;—;—;0.32;1.44;—
Earnings Yield %;-23.74;-27.41;-1.65;0.81;1.93;4.47;3.99;12.97;11.05;-41.38;2.48;-3.50;—
Enterprise Value (Bil);0.27;0.46;1.47;1.53;1.26;1.44;1.58;1.26;4.57;4.41;5.46;2.76;—
Enterprise Value/EBIT;—;17.86;—;60.72;22.76;13.12;14.14;11.99;43.56;—;18.38;19.87;—
Enterprise Value/EBITDA;8.31;7.73;41.63;25.01;11.79;9.50;10.33;8.54;31.04;320.09;9.35;60.38;—
