Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.46;2.62;4.49;3.89;2.52;1.91;2.18;0.44;0.42;0.93;1.24;1.23;3.07
Price/Earnings;14.90;12.42;25.63;23.43;17.19;15.19;13.43;16.93;—;—;36.10;18.92;25.84
Price/Cash Flow;19.12;—;20.92;101.25;23.84;10.08;14.04;3.94;34.91;10.52;9.70;18.28;17.36
Price/Book;1.22;2.20;3.58;3.20;2.04;1.67;1.64;0.41;1.07;2.70;3.59;1.55;4.27
Price/Forward Earnings;18.87;12.02;18.15;16.72;12.79;—;—;—;—;—;—;—;—
PEG Ratio;—;—;1.21;1.12;0.85;—;—;—;—;—;—;—;—
Earnings Yield %;6.71;8.05;3.90;4.27;5.82;6.59;7.45;5.91;-223.74;-5.86;-1.02;-39.35;—
Enterprise Value (Mil);53.08;59.04;99.29;98.33;65.45;47.87;60.72;12.82;11.16;22.26;29.99;32.08;—
Enterprise Value/EBIT;11.88;8.47;15.58;15.09;11.74;10.55;10.35;5.10;—;85.61;61.58;10.69;—
Enterprise Value/EBITDA;9.31;7.73;14.54;14.43;10.87;8.60;8.81;3.48;—;13.13;15.47;8.98;—
