Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.22;0.18;0.24;0.22;0.09;0.49;0.52;0.24;0.14;0.31;0.49;0.32;3.01
Price/Earnings;—;—;—;38.75;—;—;50.27;4.77;3.21;—;2.65;21.51;25.53
Price/Cash Flow;21.04;3.03;7.13;3.13;2.21;7.25;8.98;3.33;3.24;22.53;13.28;7.60;17.03
Price/Book;0.91;0.99;2.41;0.99;0.37;2.21;2.20;0.81;0.46;1.07;1.38;1.29;4.19
Price/Forward Earnings;10.66;13.37;18.05;9.16;-5.36;25.19;14.66;4.15;-26.18;-18.76;2.51;12.73;—
PEG Ratio;1.78;0.09;0.40;0.20;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.72;-3.61;-46.75;2.58;-20.18;-30.20;1.99;20.94;31.11;-61.54;-13.83;-16.48;—
Enterprise Value (Bil);7.47;6.81;7.51;6.14;3.49;7.33;7.36;4.34;4.28;7.12;11.67;6.15;—
Enterprise Value/EBIT;28.85;30.95;—;—;—;—;20.80;5.32;11.28;—;10.38;-16.21;—
Enterprise Value/EBITDA;7.96;7.73;—;14.68;17.46;—;8.63;3.28;4.41;—;61.76;10.93;—
