Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.51;0.39;0.41;0.51;0.63;0.75;1.11;0.84;0.90;0.86;0.87;0.89;1.50
Price/Earnings;11.81;16.26;18.26;20.23;26.53;24.88;22.81;16.92;22.13;37.87;64.32;25.27;24.83
Price/Cash Flow;3.53;—;33.56;25.66;4.87;—;9.55;7.94;5.01;4.11;3.43;8.22;11.13
Price/Book;1.40;1.20;1.42;1.79;2.11;2.77;3.44;2.23;2.67;2.56;2.66;2.68;1.87
Price/Forward Earnings;—;9.32;10.76;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.87;1.01;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.47;6.15;5.48;4.94;3.77;4.02;4.38;5.91;4.52;2.64;1.55;4.26;—
Enterprise Value (Bil);0.18;0.16;0.22;0.37;0.42;0.58;0.78;0.61;1.14;1.15;1.35;0.83;—
Enterprise Value/EBIT;9.37;7.93;10.45;16.40;16.82;18.58;20.74;15.45;23.41;26.45;35.09;20.53;—
Enterprise Value/EBITDA;7.62;6.57;8.15;10.78;9.95;13.12;15.69;12.06;13.87;11.11;12.50;13.17;—
