Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.51;4.50;4.78;3.94;2.70;4.17;4.15;2.08;2.88;2.69;3.67;3.17;3.07
Price/Earnings;320.75;46.06;40.54;26.77;18.31;25.33;26.05;10.61;75.55;29.63;17.81;31.20;25.84
Price/Cash Flow;25.49;21.75;28.08;18.26;13.60;15.18;16.94;8.19;11.20;7.36;9.26;11.70;17.36
Price/Book;2.50;4.20;5.06;4.14;2.79;4.34;4.20;1.97;3.74;3.64;4.43;3.52;4.27
Price/Forward Earnings;31.35;28.17;27.10;20.49;16.29;18.59;17.61;9.82;14.35;15.04;16.95;16.19;—
PEG Ratio;2.61;3.52;3.38;2.56;2.04;2.32;2.20;1.23;—;—;—;2.14;—
Earnings Yield %;0.31;2.17;2.47;3.74;5.46;3.95;3.84;9.42;1.32;3.37;5.61;3.74;—
Enterprise Value (Bil);1.43;3.36;4.31;4.12;3.48;5.17;6.13;3.44;4.76;5.35;6.81;5.01;—
Enterprise Value/EBIT;66.93;33.60;27.03;18.29;14.65;17.54;18.16;11.36;55.36;30.47;14.52;25.44;—
Enterprise Value/EBITDA;20.27;22.03;19.12;13.95;10.61;13.32;13.83;8.20;23.48;18.01;11.39;15.03;—
