Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.48;0.44;0.54;0.62;0.44;0.40;0.52;0.40;0.57;0.65;0.97;0.50;3.01
Price/Earnings;14.37;8.98;13.04;15.65;12.28;14.10;24.51;9.59;22.44;17.40;18.00;16.63;25.53
Price/Cash Flow;7.32;4.39;7.25;8.72;6.86;5.93;11.61;4.08;8.02;3.56;4.48;6.14;17.03
Price/Book;1.49;1.78;2.12;2.60;1.89;1.81;3.28;2.68;4.15;3.59;4.98;2.86;4.19
Price/Forward Earnings;9.51;7.96;10.36;14.06;12.22;13.66;16.64;11.99;18.66;16.26;17.70;15.93;—
PEG Ratio;0.76;0.88;115.10;2.48;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.96;11.13;7.67;6.39;8.14;7.09;4.08;10.42;4.46;5.75;5.56;6.54;—
Enterprise Value (Bil);2.67;2.77;3.12;3.44;3.92;4.36;5.06;5.27;7.39;7.56;9.47;5.96;—
Enterprise Value/EBIT;10.41;8.19;10.45;11.54;12.40;12.44;14.80;12.41;16.16;14.11;13.77;13.93;—
Enterprise Value/EBITDA;8.18;6.90;8.60;9.41;9.70;8.84;10.14;8.58;11.03;10.18;10.63;9.74;—
