Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.76;0.80;1.62;1.36;1.21;1.69;3.77;4.26;1.16;2.43;2.01;2.61;3.01
Price/Earnings;54.77;11.40;25.93;21.12;21.05;32.71;43.99;37.33;11.10;61.32;4,758.00;182.92;25.53
Price/Cash Flow;25.37;4.87;8.25;10.55;6.18;8.33;18.31;16.07;5.19;16.10;13.91;13.07;17.03
Price/Book;4.80;1.34;2.43;2.21;1.25;1.76;4.16;4.72;1.30;2.99;2.53;2.95;4.19
Price/Forward Earnings;16.03;10.06;18.12;11.56;11.95;13.16;24.10;21.88;14.66;26.95;23.75;22.00;—
PEG Ratio;0.62;0.75;1.81;1.16;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.83;8.77;3.86;4.73;4.75;3.06;2.27;2.68;9.01;1.63;0.02;3.26;—
Enterprise Value (Bil);0.57;0.03;0.53;0.28;0.28;0.65;2.42;3.22;0.37;0.91;-0.10;1.42;—
Enterprise Value/EBIT;7.59;0.35;8.01;4.43;3.92;12.41;25.53;27.51;2.74;14.95;1.13;16.66;—
Enterprise Value/EBITDA;6.62;0.28;5.79;2.96;2.15;5.57;15.37;17.30;1.72;6.19;0.06;8.89;—
