Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.19;3.56;2.53;2.02;1.74;1.90;6.31;5.30;2.04;1.04;0.90;4.07;3.01
Price/Earnings;16.63;48.14;29.14;15.40;—;—;12.94;—;26.39;16.02;11.87;33.15;25.53
Price/Cash Flow;9.03;—;19.86;8.20;7.17;6.71;24.55;—;—;—;28.12;12.09;17.03
Price/Book;0.97;1.13;1.29;0.69;0.73;1.07;1.46;0.86;1.24;1.11;1.08;1.15;4.19
Price/Forward Earnings;303.03;21.28;20.88;16.39;16.84;38.02;—;—;—;—;48.54;26.81;—
PEG Ratio;—;—;4.18;3.28;1.68;3.80;—;—;—;—;4.86;3.44;—
Earnings Yield %;6.01;2.08;3.43;6.49;-57.77;-27.82;7.73;-0.51;3.79;6.24;8.42;-2.09;—
Enterprise Value (Bil);0.73;0.88;1.02;0.77;0.71;0.44;0.64;0.37;1.08;1.22;1.51;0.80;—
Enterprise Value/EBIT;10.78;19.53;17.65;8.21;—;—;5.26;14.46;23.61;15.63;13.48;18.23;—
Enterprise Value/EBITDA;9.50;13.77;11.94;5.88;—;—;5.03;12.05;20.59;14.71;13.13;15.86;—
