Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.89;1.00;0.81;0.89;1.03;0.93;1.16;0.83;0.85;0.95;1.21;0.95;1.76
Price/Earnings;6.55;6.99;8.60;13.85;11.71;12.76;42.20;93.48;20.32;17.34;17.68;38.36;17.62
Price/Cash Flow;7.68;7.46;5.24;9.08;7.22;7.05;13.34;11.76;10.01;4.89;5.95;9.55;9.46
Price/Book;1.60;1.70;1.32;1.40;1.41;1.24;1.37;1.18;1.32;1.32;1.78;1.29;2.05
Price/Forward Earnings;7.13;—;—;—;—;21.01;17.18;—;—;—;12.71;14.79;—
PEG Ratio;1.72;—;—;—;—;23.86;—;—;—;—;—;—;—
Earnings Yield %;15.26;—;—;—;—;7.84;2.37;—;—;—;5.66;4.62;—
Enterprise Value (Bil);73.64;—;—;—;—;103.98;120.04;—;—;—;143.34;119.53;—
Enterprise Value/EBIT;5.33;—;—;—;—;9.62;29.66;—;—;—;15.27;29.17;—
Enterprise Value/EBITDA;4.49;—;—;—;—;5.69;11.81;—;—;—;8.28;9.65;—
