Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.91;2.13;2.18;2.16;2.60;3.84;3.55;2.59;3.77;3.81;4.59;3.41;3.07
Price/Earnings;42.37;51.24;43.45;44.48;33.81;34.94;32.27;14.47;30.56;26.54;28.73;26.82;25.84
Price/Cash Flow;13.97;19.47;17.35;16.55;18.46;21.37;20.72;15.95;19.22;17.74;19.21;18.47;17.36
Price/Book;2.32;2.99;3.17;1.70;2.07;3.37;3.21;2.18;3.29;3.07;3.68;2.95;4.27
Price/Forward Earnings;32.79;24.94;24.15;23.75;18.05;23.81;23.98;17.61;23.64;27.55;30.30;23.99;—
PEG Ratio;2.78;1.07;0.97;1.12;0.75;1.04;1.19;1.44;1.04;1.76;1.60;1.35;—
Earnings Yield %;2.36;1.95;2.30;2.25;2.96;2.86;3.10;6.91;3.27;3.77;3.48;4.02;—
Enterprise Value (Bil);4.43;5.36;5.69;8.97;10.08;15.76;15.58;13.90;20.81;20.67;24.56;16.97;—
Enterprise Value/EBIT;26.34;34.30;29.33;34.80;21.49;23.42;22.90;18.52;24.77;21.59;23.16;21.90;—
Enterprise Value/EBITDA;12.91;16.07;15.45;19.69;13.66;16.62;15.98;12.88;17.23;15.38;16.85;15.30;—
