Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.43;0.49;0.55;0.61;0.59;0.62;0.62;0.84;0.97;0.94;0.73;3.01
Price/Earnings;25.10;24.02;25.65;29.47;30.24;29.22;29.59;27.64;34.87;38.68;37.27;32.73;25.53
Price/Cash Flow;11.75;12.40;16.05;15.03;18.01;13.39;13.82;15.16;20.74;17.79;17.17;17.41;17.03
Price/Book;3.04;3.40;4.66;5.05;6.55;5.87;7.38;6.81;8.19;11.23;10.64;7.79;4.19
Price/Forward Earnings;18.94;19.27;23.58;27.40;28.65;26.81;28.17;26.46;34.01;38.17;34.97;30.59;—
PEG Ratio;1.34;1.40;1.86;3.20;3.22;3.07;3.22;3.22;4.34;4.04;3.12;3.52;—
Earnings Yield %;3.98;4.16;3.90;3.39;3.31;3.42;3.38;3.62;2.87;2.59;2.68;3.10;—
Enterprise Value (Bil);32.59;38.81;50.88;59.86;70.87;69.30;81.32;88.26;129.07;162.67;174.40;105.87;—
Enterprise Value/EBIT;12.78;13.20;16.02;17.46;19.06;18.09;19.04;19.19;25.61;27.62;27.13;22.26;—
Enterprise Value/EBITDA;9.53;10.06;12.29;13.36;14.58;13.55;14.32;14.63;19.65;21.49;21.39;17.30;—
