Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.78;11.82;17.57;19.65;18.38;12.96;12.33;10.04;9.43;9.00;8.85;10.92;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;19.57;20.45;78.91;25.84
Price/Cash Flow;1,213.86;336.04;—;—;—;—;—;—;375.29;107.36;76.25;518.64;17.36
Price/Book;5.10;6.09;7.91;8.94;7.38;5.41;5.57;5.21;4.95;3.93;3.75;5.26;4.27
Price/Forward Earnings;-98.04;-97.09;-67.57;-71.43;-62.11;-243.90;3,333.33;59.88;56.82;59.52;84.03;586.13;—
PEG Ratio;—;—;—;—;—;—;63.13;0.74;0.69;1.01;1.95;9.21;—
Earnings Yield %;-1.11;-1.93;-1.81;-0.97;-1.90;-3.54;-1.00;-0.83;-0.28;5.11;4.89;-0.33;—
Enterprise Value (Bil);4.05;6.09;9.79;13.47;16.97;13.89;15.57;14.94;15.34;15.89;15.62;15.50;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;905.91;798.67;-53.59;—
Enterprise Value/EBITDA;1,141.03;—;—;—;—;—;—;151.52;—;131.17;1,206.74;-116.76;—
