Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.16;1.98;2.07;1.82;1.19;1.97;1.91;1.36;1.29;1.47;1.60;1.49;3.07
Price/Earnings;19.71;18.21;21.57;21.61;15.05;24.51;23.87;13.26;15.09;18.71;26.87;18.04;25.84
Price/Cash Flow;21.14;17.07;15.66;18.59;13.85;14.07;22.31;12.84;13.26;11.84;13.93;14.13;17.36
Price/Book;4.30;3.82;3.61;3.59;2.60;4.77;4.45;3.07;2.94;3.58;4.51;3.52;4.27
Price/Forward Earnings;16.05;14.53;18.52;19.69;15.13;24.33;21.37;13.04;15.36;17.27;16.78;16.60;—
PEG Ratio;1.01;1.50;1.52;1.16;1.08;2.49;2.09;1.11;2.12;1.83;2.13;1.94;—
Earnings Yield %;5.07;5.49;4.64;4.63;6.65;4.08;4.19;7.54;6.63;5.34;3.72;5.89;—
Enterprise Value (Bil);4.39;4.53;5.23;5.31;3.85;5.79;5.97;4.75;4.76;5.26;5.74;5.03;—
Enterprise Value/EBIT;11.89;10.84;13.55;13.85;10.15;15.34;15.71;11.28;11.89;14.99;21.64;13.42;—
Enterprise Value/EBITDA;11.00;9.96;12.01;11.85;8.57;12.89;13.48;9.81;10.22;12.52;17.16;11.37;—
