Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;1.81;0.76;0.83;1.20;1.12;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;142.06;—;25.84
Price/Cash Flow;—;—;—;—;—;—;41.26;—;—;21.45;142.20;—;17.36
Price/Book;—;—;—;—;—;—;6.68;3.52;2.48;4.17;4.36;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;25.97;24.94;—;26.67;22.94;—;—
PEG Ratio;—;—;—;—;—;—;1.04;1.00;—;1.07;0.92;—;—
Earnings Yield %;—;—;—;—;—;—;-0.31;-0.30;-0.96;-8.43;-8.02;-1.91;—
Enterprise Value (Bil);—;—;—;—;—;—;0.44;0.77;0.98;1.43;1.55;0.97;—
Enterprise Value/EBIT;—;—;—;—;—;—;35.18;62.09;210.66;—;394.14;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;26.84;34.75;51.09;93.61;37.00;57.80;—
