Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.37;0.41;0.43;1.70;1.18;2.71;2.63;1.61;1.37;0.90;2.17;1.80;3.07
Price/Earnings;10.62;12.03;13.35;12.03;—;—;—;194.92;9.47;—;22.56;39.04;25.84
Price/Cash Flow;3.86;3.81;3.41;2.77;2.13;14.89;4.66;3.08;3.08;2.04;5.86;4.44;17.36
Price/Book;1.21;1.27;1.33;1.07;0.64;1.05;1.08;0.85;0.72;0.43;0.97;0.82;4.27
Price/Forward Earnings;9.16;10.16;9.62;92.59;-7.89;181.82;60.98;10.12;19.27;-16.78;125.00;81.07;—
PEG Ratio;1.42;0.63;1.03;—;—;—;—;—;12.85;—;—;—;—
Earnings Yield %;9.42;8.31;7.49;8.31;-31.58;-14.84;-1.64;0.51;10.56;-57.44;-26.85;-11.66;—
Enterprise Value (Bil);10.34;12.54;13.18;11.86;5.91;7.48;7.28;6.01;7.02;5.41;7.26;6.62;—
Enterprise Value/EBIT;5.75;7.65;7.72;8.88;—;—;27.41;14.35;7.41;—;11.08;13.35;—
Enterprise Value/EBITDA;3.53;4.16;3.94;3.82;—;43.04;5.88;4.38;3.24;—;10.45;8.02;—
